"gene_symbol","gene_rank","gene_desc","hos_log2FC","hos_padj","os17_log2FC","os17_padj","Name","MOA","Phase"
"BIRC5",1948,"baculoviral IAP repeat containing 5",-0.362858297,3.93e-12,-1.357028842,2.54e-31,"terameprocol","lipoxygenase inhibitor","Phase 1/Phase 2"
"BIRC5",1948,"baculoviral IAP repeat containing 5",-0.362858297,3.93e-12,-1.357028842,2.54e-31,"YM-155","survivin inhibitor","Phase 2"
"KDM6A",1952,"lysine demethylase 6A",0.402020901,7.73e-07,2.42952295,1.34e-76,"GSK-J4","histone lysine demethylase inhibitor","Preclinical"
"KDM6A",1952,"lysine demethylase 6A",0.402020901,7.73e-07,2.42952295,1.34e-76,"TC-E-5002","histone demethylase inhibitor","Preclinical"
"ITPR1",1957,"inositol 1,4,5-trisphosphate receptor type 1",2.032046952,2.07e-16,1.873431722,6.51e-22,"adenosine-triphosphate","adenosine receptor agonist","Phase 2"
"ITPR1",1957,"inositol 1,4,5-trisphosphate receptor type 1",2.032046952,2.07e-16,1.873431722,6.51e-22,"caffeine","adenosine receptor antagonist, phosphodiesterase inhibitor","Launched"
"IKBKG",1961,"inhibitor of nuclear factor kappa B kinase regulatory subunit gamma",0.863643984,2.03e-36,0.860655513,1.89e-10,"flurizan","gamma secretase inhibitor","Phase 3"
"PCCA",1972,"propionyl-CoA carboxylase subunit alpha",-1.280795204,5.45e-53,-0.820359452,1.32e-07,"biotin","vitamin B","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"ABT-239","histamine receptor antagonist","Phase 1"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"acrivastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"alcaftadine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"alimemazine","histamine receptor agonist, histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"amitriptyline","norepinephrine inhibitor, norepinephrine reuptake inhibitor, serotonin receptor antagonist, serotonin–norepinephrine reuptake inhibitor (SNRI)","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"amoxapine","norepinephrine reputake inhibitor","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"antazoline","antihistamine","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"aripiprazole","serotonin receptor agonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"asenapine","dopamine receptor antagonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"astemizole","histamine receptor antagonist","Withdrawn"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"azacyclonol","histamine receptor antagonist","Preclinical"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"azatadine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"azelastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"benztropine-mesylate","acetylcholine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"bepotastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"betahistine","histamine receptor agonist, histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"bilastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"brompheniramine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"buclizine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"carbinoxamine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"carebastine","histamine receptor antagonist","Phase 1"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"cetirizine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"chloropyramine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"chlorpromazine","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"chlorprothixene","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"citalopram","selective serotonin reuptake inhibitor (SSRI)","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"clemastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"clobenpropit","histamine receptor antagonist","Preclinical"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"clofedanol","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"clorotepine","adrenergic receptor antagonist, dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"clozapine","dopamine receptor antagonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"cyclizine","histamine receptor modulator","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"cyproheptadine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"deptropine","histamine receptor antagonist","Preclinical"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"desipramine","tricyclic antidepressant","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"desloratadine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"dimenhydrinate","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"dimethindene-(S)-(+)","acetylcholine receptor antagonist","Preclinical"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"dimetindene","cholinergic receptor antagonist, histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"diphenhydramine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"diphenylpyraline","dopamine reuptake inhibitor","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"dosulepin","norepinephrine reuptake inhibitor, serotonin–norepinephrine reuptake inhibitor (SNRI), tricyclic antidepressant","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"doxepin","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"doxylamine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"DPPE","histamine receptor antagonist","Phase 3"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"ebastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"emedastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"epinastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"fexofenadine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"flunarizine","calcium channel blocker","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"fluphenazine","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"fluspirilene","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"haloperidol","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"histamine","histamine receptor agonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"homochlorcyclizine","antihistamine","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"hydroxyzine","antihistamine","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"iloperidone","dopamine receptor antagonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"imipramine","norepinephrine reputake inhibitor, serotonin reuptake inhibitor","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"ketotifen","histamine receptor agonist, leukotriene receptor antagonist, phosphodiesterase inhibitor","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"latrepirdine","glutamate receptor antagonist","Phase 3"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"levocabastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"levocetirizine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"levomepromazine","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"levomequitazine","histamine receptor antagonist","Phase 2"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"loratadine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"loxapine","dopamine receptor antagonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"mepyramine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"methapyrilene","histamine receptor antagonist","Withdrawn"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"mianserin","serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"mizolastine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"molindone","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"nortriptyline","tricyclic antidepressant","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"olanzapine","dopamine receptor antagonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"olopatadine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"oxatomide","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"pemirolast","mediator release inhibitor","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"perphenazine","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"phenindamine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"pheniramine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"pimozide","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"pipamperone","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"promazine","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"promethazine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"quetiapine","dopamine receptor antagonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"risperidone","dopamine receptor antagonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"rupatadine","histamine receptor antagonist, platelet activating factor receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"sertindole","dopamine receptor antagonist, serotonin receptor antagonist","Withdrawn"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"setiptiline","adrenergic receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"terfenadine","histamine receptor antagonist","Withdrawn"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"thioridazine","dopamine receptor antagonist","Withdrawn"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"thiothixene","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"tolazoline","adrenergic receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"tranilast","angiogenesis inhibitor","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"trazodone","adrenergic receptor antagonist, serotonin receptor antagonist, serotonin reuptake inhibitor","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"trifluoperazine","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"tripelennamine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"triprolidine","histamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"vilazodone","serotonin reuptake inhibitor","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"ziprasidone","dopamine receptor antagonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"zotepine","dopamine receptor antagonist, serotonin receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"zuclopenthixol","dopamine receptor antagonist","Launched"
"HRH1",1998,"histamine receptor H1",0.464689273,2.02e-07,2.254670886,7e-55,"2-pyridylethylamine","histamine receptor agonist","Preclinical"
"HSD17B4",2004,"hydroxysteroid 17-beta dehydrogenase 4",-1.000257251,4.44e-50,-0.634790731,1.49e-07,"coenzyme-I",NA,"Phase 2"
"HSD17B4",2004,"hydroxysteroid 17-beta dehydrogenase 4",-1.000257251,4.44e-50,-0.634790731,1.49e-07,"nadide","free radical scavenger","Launched"
"TYMP",2011,"thymidine phosphorylase",4.08850373,0,0.935613353,0.001626228,"uridine","dopamine receptor agonist","Phase 2"
"MYD88",2018,"MYD88 innate immune signal transduction adaptor",0.508847863,3.48e-16,1.363849707,1.98e-20,"ST-2825","myeloid differentiation primary response inhibitor","Preclinical"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"ACY-1215","HDAC inhibitor","Phase 1/Phase 2"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"belinostat","HDAC inhibitor","Launched"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"chidamide","HDAC inhibitor","Launched"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"dacinostat","HDAC inhibitor","Phase 1"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"entinostat","HDAC inhibitor","Phase 3"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"givinostat","HDAC inhibitor","Phase 3"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"JNJ-26481585","HDAC inhibitor","Phase 2"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"mocetinostat","HDAC inhibitor","Phase 2"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"panobinostat","HDAC inhibitor","Launched"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"PCI-24781","HDAC inhibitor","Phase 3"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"pivanex","HDAC inhibitor","Phase 2"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"resminostat","HDAC inhibitor","Phase 2"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"RGFP966","HDAC inhibitor","Preclinical"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"RG2833","HDAC inhibitor","Phase 1"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"romidepsin","HDAC inhibitor","Launched"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"SB-939","HDAC inhibitor","Phase 3"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"SBHA","HDAC inhibitor","Preclinical"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"scriptaid","HDAC inhibitor","Preclinical"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"sodium-butyrate","HDAC inhibitor","Phase 2"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"TC-H-106","HDAC inhibitor","Preclinical"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"trichostatin-a","HDAC inhibitor","Phase 1"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"UF-010","HDAC inhibitor","Preclinical"
"HDAC3",2036,"histone deacetylase 3",-0.471349863,3.06e-19,-0.856306698,8.15e-17,"vorinostat","HDAC inhibitor","Launched"
"ACAA2",2041,"acetyl-CoA acyltransferase 2",-1.271383075,1.21e-54,-0.520482843,7.99e-07,"trimetazidine","3-ketoacyl CoA thiolase inhibitor","Launched"
"EIF5A",2042,"eukaryotic translation initiation factor 5A",0.870423961,7.19e-40,0.972037016,7.99e-09,"L-mimosine","dopamine beta hydroxylase inhibitor, eukaryotic translation initiation factor inhibitor","Preclinical"
"PARP2",2043,"poly(ADP-ribose) polymerase 2",-0.540815924,3.06e-14,-0.794811611,1.3e-22,"AC-55541","PARP inhibitor","Preclinical"
"PARP2",2043,"poly(ADP-ribose) polymerase 2",-0.540815924,3.06e-14,-0.794811611,1.3e-22,"E7449","PARP inhibitor","Phase 2"
"PARP2",2043,"poly(ADP-ribose) polymerase 2",-0.540815924,3.06e-14,-0.794811611,1.3e-22,"olaparib","PARP inhibitor","Launched"
"PARP2",2043,"poly(ADP-ribose) polymerase 2",-0.540815924,3.06e-14,-0.794811611,1.3e-22,"rucaparib","PARP inhibitor","Phase 3"
"PARP2",2043,"poly(ADP-ribose) polymerase 2",-0.540815924,3.06e-14,-0.794811611,1.3e-22,"talazoparib","PARP inhibitor","Launched"
"PARP2",2043,"poly(ADP-ribose) polymerase 2",-0.540815924,3.06e-14,-0.794811611,1.3e-22,"UPF-1069","PARP inhibitor","Preclinical"
"PARP2",2043,"poly(ADP-ribose) polymerase 2",-0.540815924,3.06e-14,-0.794811611,1.3e-22,"veliparib","PARP inhibitor","Phase 3"
"CREBBP",2053,"CREB binding protein",0.733176879,5.89e-68,0.400792852,9e-06,"I-CBP-112","bromodomain inhibitor","Preclinical"
"CREBBP",2053,"CREB binding protein",0.733176879,5.89e-68,0.400792852,9e-06,"SGC-CBP30","bromodomain inhibitor","Preclinical"
"CSNK1G3",2059,"casein kinase 1 gamma 3",0.411989096,5.51e-15,0.7005514,1.54e-21,"purvalanol-A","CDK inhibitor","Preclinical"
"CS",2066,"citrate synthase",-0.31480083,1.31e-26,-0.427471214,4.67e-12,"citric-acid","coagulation factor inhibitor","Preclinical"
"CS",2066,"citrate synthase",-0.31480083,1.31e-26,-0.427471214,4.67e-12,"coenzyme-A",NA,"Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"aclarubicin","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"aldoxorubicin","topoisomerase inhibitor","Phase 3"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"amonafide","topoisomerase inhibitor","Phase 3"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"amrubicin","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"amsacrine","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"banoxantrone","topoisomerase inhibitor","Phase 1/Phase 2"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"ciprofloxacin","bacterial DNA gyrase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"daunorubicin","RNA synthesis inhibitor, topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"dexrazoxane","chelating agent, topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"doxorubicin","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"enoxacin","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"epirubicin","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"etoposide","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"etoposide-phosphate","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"fleroxacin","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"garenoxacin","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"genistein","tyrosine kinase inhibitor","Phase 2/Phase 3"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"idarubicin","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"levofloxacin","bacterial DNA gyrase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"lucanthone","endonuclease inhibitor","Phase 2"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"merbarone","topoisomerase inhibitor","Phase 2"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"mitoxantrone","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"moxifloxacin","bacterial DNA gyrase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"nemorubicin","topoisomerase inhibitor","Phase 2"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"norfloxacin","bacterial DNA gyrase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"pefloxacin","bacterial DNA gyrase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"pirarubicin","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"pixantrone","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"podophyllotoxin","microtubule inhibitor, tubulin polymerization inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"pyrazoloacridine","topoisomerase inhibitor","Phase 2"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"sparfloxacin","bacterial DNA gyrase inhibitor","Withdrawn"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"teniposide","topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"trovafloxacin","bacterial DNA gyrase inhibitor","Withdrawn"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"valrubicin","DNA inhibitor, topoisomerase inhibitor","Launched"
"TOP2A",2069,"DNA topoisomerase II alpha",-0.183701973,0.000161742,-2.120733961,9.08e-167,"voreloxin","topoisomerase inhibitor","Phase 3"
"GSTA4",2071,"glutathione S-transferase alpha 4",-1.524422732,6.33e-12,-2.003571787,6.07e-27,"glutathione","antioxidant","Phase 3"
"HIBADH",2086,"3-hydroxyisobutyrate dehydrogenase",-1.137385751,6e-32,-0.586281288,4.57e-10,"coenzyme-I",NA,"Phase 2"
