gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D1_1_S12_L001,OS_17_D1_2_S13_L001,OS_17_D1_3_S14_L001,OS_17_D2_1_S15_L001,OS_17_D2_2_S16_L001,OS_17_D2_3_S17_L001,OS_17_D3_1_S18_L001,OS_17_D3_2_S19_L001,OS_17_D3_3_S20_L001,OS_17_Media_1_S21_L001,OS_17_Media_2_S22_L001
ENSG00000183386,FHL3,2275,four and a half LIM domains 3,1148.6502519679038,-0.49394100198670143,0.10883323784724723,-4.53851242283145,5.665245888630868e-6,1.3244111795084687e-5,893,1005,1032,1172,947,1074,1200,1202,866,2142,1469
ENSG00000171469,ZNF561,93134,zinc finger protein 561,726.6100859279393,0.4505498887943817,0.09927455133804612,4.53842281553291,5.667653310813533e-6,1.3247019696902499e-5,681,871,662,785,750,712,834,777,638,740,587
ENSG00000183655,KLHL25,64410,kelch like family member 25,260.5682564430482,-0.8890095234901328,0.19591926998893758,-4.537631870210266,5.688945646814052e-6,1.3294057099543921e-5,234,223,166,224,242,293,197,226,173,561,432
ENSG00000171204,TMEM126B,55863,transmembrane protein 126B,650.1136881138568,0.8447281722350606,0.18618723403733345,4.536982229757382,5.706491290538866e-6,1.3332321638166425e-5,549,763,620,940,774,735,773,616,466,471,450
ENSG00000197927,NBEAP2,100418881,neurobeachin pseudogene 2,96.98475306103616,1.445041962414697,0.31854884833454006,4.536327693444095,5.724221540565176e-6,1.3371001690466666e-5,111,128,125,80,147,98,84,96,88,60,37
ENSG00000102226,USP11,8237,ubiquitin specific peptidase 11,12133.628788526557,-0.34394855567820504,0.07584820549771366,-4.534696021101948,5.768650564062466e-6,1.3472017778841266e-5,9302,12234,10234,12500,11937,12076,12264,11112,9923,20109,14886
ENSG00000147509,RGS20,8601,regulator of G protein signaling 20,75.01275211454426,1.7547781359480925,0.38702851546907113,4.53397635009228,5.788351304151574e-6,1.3515254224316176e-5,64,62,110,125,82,67,102,55,86,36,25
ENSG00000005156,LIG3,3980,DNA ligase 3,1336.7318715132333,-0.47239790905500406,0.10427111832248719,-4.530477054959584,5.885064638929495e-6,1.373825321185407e-5,1192,1198,1315,1284,1160,1144,1264,1411,978,2385,1748
ENSG00000106086,PLEKHA8,84725,pleckstrin homology domain containing A8,1328.9846459020187,0.5230062595914331,0.11548279808275504,4.528867227625074,5.9300745803885415e-6,1.3837650973093572e-5,1419,1581,1067,1604,1463,1202,1516,1328,1189,1383,962
ENSG00000125779,PANK2,80025,pantothenate kinase 2,1545.894953873624,0.36252507262483963,0.08004928933317182,4.5287731551991675,5.932714960119838e-6,1.3840975373148435e-5,1347,1539,1458,1771,1595,1583,1725,1665,1452,1775,1227
ENSG00000086289,EPDR1,54749,ependymin related 1,1243.7663640634569,-0.4369669689263682,0.0965137055157477,-4.527512093658763,5.968218646853927e-6,1.392095252907846e-5,1042,1094,1208,1206,1018,1133,1268,1170,1091,2233,1555
ENSG00000237296,SMG1P1,641298,SMG1 pseudogene 1,203.82811810409547,1.566536829412133,0.3462287331250613,4.524571993989546,6.051785037539439e-6,1.4112980879227062e-5,262,238,97,287,286,258,305,156,158,89,93
ENSG00000138085,ATRAID,51374,all-trans retinoic acid induced differentiation factor,2376.779659279185,-0.6508260368482834,0.14398215053893765,-4.520185553641095,6.1785453445206554e-6,1.440563971889569e-5,1547,2449,1877,1954,2590,2030,2643,2201,1669,4573,3471
ENSG00000168610,STAT3,6774,signal transducer and activator of transcription 3,8849.481166051666,0.2068857913130815,0.045777369061256436,4.519390160588735,6.201801263974178e-6,1.4456901595074943e-5,8162,9377,7928,9309,8903,8745,9688,9438,8028,10948,7833
ENSG00000196584,XRCC2,7516,X-ray repair cross complementing 2,334.35829559585875,-1.0987662221300727,0.24314328235420068,-4.519007111738491,6.213030810820901e-6,1.4480113773018622e-5,425,293,204,288,246,242,310,206,213,862,565
ENSG00000138430,OLA1,29789,Obg like ATPase 1,7474.341020864302,-0.3487352264868453,0.07717267520245112,-4.518895134475899,6.216317235164418e-6,1.4484807966096377e-5,5778,7317,7040,7289,7235,6389,7526,7122,6703,12184,9364
ENSG00000120616,EPC1,80314,enhancer of polycomb homolog 1,1385.5688232231269,0.8317009396761574,0.1840618333607359,4.518595324681668,6.225124553707709e-6,1.4502361989761054e-5,1535,1612,1602,1445,1809,1505,1148,1575,959,1009,967
ENSG00000128596,CCDC136,64753,coiled-coil domain containing 136,99.88467490863204,-1.7273679216722428,0.3823234632846635,-4.518079813443494,6.2402963174397264e-6,1.4534732727915565e-5,98,51,31,52,65,72,89,109,51,311,242
ENSG00000100749,VRK1,7443,VRK serine/threonine kinase 1,1164.6037647391709,-0.47563315394810657,0.1052756357541459,-4.517979402744908,6.24325557060031e-6,1.4538650986149422e-5,995,1096,1130,1207,1157,1028,990,1075,854,2055,1545
ENSG00000169635,HIC2,23119,HIC ZBTB transcriptional repressor 2,1014.0724124098314,0.5715772186175676,0.12663945679637997,4.513421275460701,6.379013459678974e-6,1.4851752196001048e-5,1171,1165,902,1098,1118,1169,1045,1006,788,1007,726
ENSG00000034152,MAP2K3,5606,mitogen-activated protein kinase kinase 3,4618.655461585556,0.312824524466858,0.06931818902628188,4.512877916476598,6.395383858284247e-6,1.4886821759674127e-5,4109,4904,4836,5087,4545,4717,5047,4755,4000,5449,3785
ENSG00000105372,RPS19,6223,ribosomal protein S19,23583.935518149934,-0.4180456457823312,0.09266519781307794,-4.511355456507016,6.441467129622045e-6,1.4991026833758581e-5,16735,23656,22994,23108,21158,22317,23535,21158,20173,40609,30154
ENSG00000168216,LMBRD1,55788,LMBR1 domain containing 1,531.4243532113654,-0.7252737719101133,0.1607686904715054,-4.511287426569296,6.443533722347037e-6,1.4992771597980997e-5,468,350,422,495,434,437,614,509,436,1106,774
ENSG00000101843,PSMD10,5716,"proteasome 26S subunit, non-ATPase 10",956.4126562631327,-0.41662175407759217,0.09250996883300502,-4.5035336119252145,6.683279172082689e-6,1.5547432238283904e-5,785,954,883,933,921,867,982,798,782,1599,1257
ENSG00000164796,CSMD3,114788,CUB and Sushi multiple domains 3,36.31824319006242,-1.8904942534916183,0.4198533648242243,-4.502748844904678,6.708013964295579e-6,1.560178528774365e-5,25,33,25,31,21,12,23,15,28,131,86
ENSG00000161960,EIF4A1,1973,eukaryotic translation initiation factor 4A1,2236.8717632814883,0.7860449052076284,0.17463021735667988,4.501196397197068,6.757203221561902e-6,1.57129817560217e-5,2007,2834,1565,2414,1803,2884,2734,2571,2456,1917,1429
ENSG00000116985,BMP8B,656,bone morphogenetic protein 8b,1512.8412939433306,-0.5810281208380516,0.12909667316837448,-4.50072109976254,6.772331868063569e-6,1.5744945541740605e-5,1132,1582,1307,1090,1320,1347,1597,1435,1346,2873,2083
ENSG00000175104,TRAF6,7189,TNF receptor associated factor 6,802.674446710876,0.4943404072031394,0.1098388562613125,4.500596820009462,6.776293014548779e-6,1.575093833618576e-5,819,917,668,944,789,870,854,870,710,782,642
ENSG00000044115,CTNNA1,1495,catenin alpha 1,3041.880064632172,0.826436355810167,0.18371149104324835,4.498555594519734,6.841670626952546e-6,1.5899657090805214e-5,2249,3413,3129,3145,3189,4230,3554,4093,2079,2753,1743
ENSG00000184203,PPP1R2,5504,protein phosphatase 1 regulatory inhibitor subunit 2,2006.6309470842896,0.4368246390195923,0.09710991029162064,4.498249846053918,6.851515130078211e-6,1.591928566447764e-5,1630,2154,2019,2178,2269,1864,2206,2229,1931,2166,1553
ENSG00000177697,CD151,977,CD151 molecule (Raph blood group),4787.589000012107,-0.3618846887178739,0.08048776089405504,-4.496145559251149,6.919637507973016e-6,1.6074285457717362e-5,3814,4728,4547,4550,4130,4670,4844,4838,3801,8131,5844
ENSG00000099622,CIRBP,1153,cold inducible RNA binding protein,3679.004094014867,0.4015678241667997,0.0893283970603043,4.495410612771963,6.943582321315935e-6,1.6126618671599737e-5,3898,3751,3475,4261,4100,3761,3972,3644,2924,3827,3075
ENSG00000167526,RPL13,6137,ribosomal protein L13,66208.2439350551,-0.38450428567248357,0.08553358793697119,-4.495360184771166,6.9452281854879216e-6,1.6127151313844582e-5,48262,67805,62857,64367,59645,64238,67780,61533,53893,115299,80739
ENSG00000125877,ITPA,3704,inosine triphosphatase,1725.4258450831637,0.4346400380840173,0.09669629548830472,4.494898546931267,6.960312429804963e-6,1.6155587566428035e-5,1602,1797,1862,1999,1632,1920,1891,1672,1501,1823,1368
ENSG00000127774,EMC6,83460,ER membrane protein complex subunit 6,889.1788748647847,-0.4508331527445788,0.10029816787044243,-4.494929093091021,6.959313351603328e-6,1.6155587566428035e-5,718,854,760,807,813,813,804,952,780,1523,1183
ENSG00000158467,AHCYL2,23382,adenosylhomocysteinase like 2,502.95666963881513,-0.5618488798289634,0.1250204218818354,-4.494056821852687,6.987896904856398e-6,1.6216307839745227e-5,434,472,449,465,493,394,544,462,354,997,648
ENSG00000145191,EIF2B5,8893,eukaryotic translation initiation factor 2B subunit epsilon,1675.96848530537,-0.46066842392462987,0.10252542023056635,-4.4932117604458135,7.01569588186315e-6,1.6277501042390862e-5,1643,1723,1543,1588,1455,1460,1519,1414,1383,2721,2361
ENSG00000112996,MRPS30,10884,mitochondrial ribosomal protein S30,1450.4438001452993,0.40315649159938494,0.08979368653728527,4.489808884636686,7.128710465353428e-6,1.6536342430327785e-5,1315,1598,1405,1667,1666,1420,1505,1547,1207,1602,1142
ENSG00000151233,GXYLT1,283464,glucoside xylosyltransferase 1,740.7370352716384,0.6697516729562902,0.1493051770337519,4.485790019222751,7.264425825616706e-6,1.6847726222172784e-5,932,779,680,973,821,687,725,744,627,694,499
ENSG00000196233,LCOR,84458,ligand dependent nuclear receptor corepressor,1302.1595924258731,0.5274517995854305,0.11759319420489983,4.485393930760773,7.277934525901596e-6,1.6875618040201563e-5,1407,1509,1072,1554,1500,1376,1318,1286,1092,1392,910
ENSG00000126067,PSMB2,5690,proteasome 20S subunit beta 2,5722.730514324947,0.3167852174534518,0.07068519073003632,4.481634896669239,7.407338842057183e-6,1.7172175263046434e-5,4900,6170,5648,6327,5496,5915,6281,5845,5459,6393,4930
ENSG00000069869,NEDD4,4734,NEDD4 E3 ubiquitin protein ligase,5852.885672872376,0.4462268087531211,0.09959362832753019,4.480475470635834,7.4476939338905524e-06,1.7262214054833864e-5,7008,6199,5528,6181,6494,5953,6102,5427,4979,6287,4501
ENSG00000113240,CLK4,57396,CDC like kinase 4,158.30789824053414,1.3235764767854705,0.2954430362310813,4.479971820186118,7.4652894595665815e-6,1.729947496380328e-5,259,191,116,168,192,125,190,143,171,92,76
ENSG00000184160,ADRA2C,152,adrenoceptor alpha 2C,601.5235474727466,-0.4823355759435137,0.1076906273235811,-4.4789002342258275,7.502858725229884e-6,1.738299686339891e-5,537,615,573,539,562,481,560,563,484,1069,798
ENSG00000104325,DECR1,1666,"2,4-dienoyl-CoA reductase 1",899.0595449807211,0.537407002751309,0.119998182721106,4.4784595113438055,7.518362657267972e-6,1.741537311352917e-5,702,979,813,973,946,981,1016,1033,918,906,661
ENSG00000167703,SLC43A2,124935,solute carrier family 43 member 2,139.3590197588269,1.453934368519496,0.3246912870297931,4.477897703445567,7.5381705866314714e-6,1.7457703850447376e-5,132,120,175,119,97,164,187,188,189,66,68
ENSG00000243364,EFNA4,1945,ephrin A4,122.80195604065433,-1.238206701498219,0.2765640046298281,-4.477107218473779,7.566125610373484e-6,1.751888144683793e-5,61,79,110,102,109,135,98,93,76,353,210
ENSG00000127334,DYRK2,8445,dual specificity tyrosine phosphorylation regulated kinase 2,2167.275274707252,-0.34354189131203805,0.07680883696786174,-4.472687061461202,7.724277785750019e-6,1.7881436069695805e-5,2103,2083,1818,2047,2211,2025,2013,2020,1783,3745,2545
ENSG00000149136,SSRP1,6749,structure specific recognition protein 1,12541.994654464379,-0.3756713999663817,0.08400114282114438,-4.472217726445258,7.741254891669533e-6,1.7917094316254857e-5,10152,12186,12272,11728,11122,10375,12389,12792,11177,20652,16008
ENSG00000048342,CC2D2A,57545,coiled-coil and C2 domain containing 2A,212.9242112009547,-0.8608961200968617,0.19258635969145166,-4.470182215792068,7.81529852920045e-6,1.808479141360714e-5,187,183,204,141,162,187,217,192,149,444,354
ENSG00000056487,PHF21B,112885,PHD finger protein 21B,536.1818665313767,0.6399094114143895,0.14316791902982487,4.469642471237449,7.83504553664376e-6,1.8126802161082952e-5,634,565,457,571,577,569,560,623,474,575,320
ENSG00000155393,HEATR3,55027,HEAT repeat containing 3,938.8191565716913,0.4724017086817848,0.10569550018195573,4.469459039112746,7.841767408614689e-6,1.813866760403865e-5,959,1061,1043,950,924,942,1032,984,774,1015,694
ENSG00000008282,SYPL1,6856,synaptophysin like 1,1632.559413550879,-0.4358478281256677,0.09753408868800897,-4.468671763775363,7.870679782894466e-6,1.8201846298649907e-5,1360,1639,1294,1576,1665,1611,1447,1636,1241,2999,1990
ENSG00000010292,NCAPD2,9918,non-SMC condensin I complex subunit D2,629.3902637616496,-1.1355553685710607,0.25413942344793433,-4.468237761638357,7.886661886156564e-6,1.8235102675445265e-5,434,546,477,631,565,718,365,299,484,1786,984
ENSG00000115808,STRN,6801,striatin,3147.7314716759047,-0.30936436588267346,0.06925150602886843,-4.46725831137464,7.922844180196561e-6,1.8315041825692964e-5,2993,3017,2584,3115,2840,2815,3202,2957,2903,5309,3651
ENSG00000266265,KLF14,136259,KLF transcription factor 14,216.32332307771455,0.6910958924598022,0.15478335273309207,4.464923909818169,8.009721253472361e-6,1.8512114590089897e-5,196,239,212,248,252,231,226,221,212,196,147
ENSG00000163481,RNF25,64320,ring finger protein 25,555.7402592866291,0.5926730293557241,0.13281290427562156,4.462465696298398,8.102190229821376e-6,1.8722028773394838e-5,568,638,505,675,659,512,636,563,452,586,362
ENSG00000169105,CHST14,113189,carbohydrate sulfotransferase 14,1012.6923550665867,-0.5373839092571965,0.12043113934838788,-4.462167444107885,8.11347855267449e-6,1.8744308709861824e-5,750,1087,860,1038,783,856,990,912,933,1880,1363
ENSG00000167842,MIS12,79003,MIS12 kinetochore complex component,891.7366563226744,0.49307847746428396,0.11054992830369607,4.460233353654727,8.187046160509429e-6,1.8910432245364142e-5,845,944,911,1039,1005,945,941,778,838,891,697
ENSG00000101084,RAB5IF,55969,RAB5 interacting factor,1954.6131168314357,-0.46524599135956823,0.1043558312223445,-4.458265397439051,8.262556176255487e-6,1.9080974050034224e-5,1391,1752,1633,2015,1894,2004,1934,1851,1577,3608,2449
ENSG00000118363,SPCS2,9789,signal peptidase complex subunit 2,4429.076220956585,0.35542759866228957,0.07976309096257264,4.456040937895291,8.348709616854405e-6,1.927602088580154e-5,3882,5015,4168,4830,4974,4617,4475,4510,3990,4712,3821
ENSG00000049769,PPP1R3F,89801,protein phosphatase 1 regulatory subunit 3F,294.79880696855895,1.0715955507906092,0.24062147009312546,4.453449438139829,8.450161425879524e-6,1.9506303291491967e-5,300,323,256,358,450,231,283,383,277,170,189
ENSG00000115540,MOB4,25843,"MOB family member 4, phocein",1208.2376498704448,0.38512391459999157,0.08648535878573503,4.45305332610257,8.465771823508013e-6,1.9538376689770673e-5,1108,1357,1243,1277,1117,1212,1350,1245,1150,1313,988
ENSG00000108219,TSPAN14,81619,tetraspanin 14,1460.962642817854,-0.40453532475967896,0.09094889564631287,-4.447941031992939,8.669732122851782e-6,2.0005046659640767e-5,1177,1516,1387,1423,1318,1287,1453,1416,1130,2362,1955
ENSG00000122507,BBS9,27241,Bardet-Biedl syndrome 9,139.29997420717936,-1.2768583973769145,0.2872029292716787,-4.44584043977168,8.754891401019179e-6,2.0197454630314762e-5,125,148,70,128,73,83,150,104,95,399,249
ENSG00000183648,NDUFB1,4707,NADH:ubiquinone oxidoreductase subunit B1,461.822663621239,-0.732133702300779,0.1646883621119169,-4.445570366430899,8.765898157088894e-6,2.021875010503587e-5,363,470,497,351,388,375,405,365,387,987,658
ENSG00000100439,ABHD4,63874,"abhydrolase domain containing 4, N-acyl phospholipase B",1217.335709643438,-0.4085470716638692,0.0919287199178064,-4.444172311211901,8.823087196717445e-6,2.034653589925625e-5,958,1082,1054,1274,1124,1087,1222,1201,1072,1984,1624
ENSG00000146592,CREB5,9586,cAMP responsive element binding protein 5,1078.1938979975805,0.6620106891846415,0.14899235159017551,4.443252838948372,8.860893420545305e-6,2.042958112452578e-5,1221,1239,964,1034,1001,912,1303,1360,1093,910,807
ENSG00000160993,ALKBH4,54784,"alkB homolog 4, lysine demethylase",340.28231087687277,-0.7221508377061154,0.16255104951940047,-4.442609505390654,8.887437557453003e-6,2.048663223154534e-5,242,315,307,363,258,258,284,345,295,666,525
ENSG00000167081,PBX3,5090,PBX homeobox 3,1242.4421235993275,-0.9745297969566727,0.21938789323524777,-4.4420399985868535,8.910998969904422e-6,2.0532629684752446e-5,761,993,1041,1013,1195,723,1119,913,1454,2485,2366
ENSG00000145979,TBC1D7,51256,TBC1 domain family member 7,161.95272865389697,-0.8823486539224553,0.19872354488707383,-4.440081090662189,8.992498720092479e-6,2.0716227828460717e-5,136,166,126,138,160,140,150,101,115,358,260
ENSG00000114993,RTKN,6242,rhotekin,1132.3283422080442,-0.4376542013297592,0.09857839813348138,-4.439656249406161,9.010267851253887e-6,2.075296368329466e-5,968,1060,867,1088,999,1131,1168,1040,1004,1850,1552
ENSG00000111684,LPCAT3,10162,lysophosphatidylcholine acyltransferase 3,1223.098967615774,-0.5193394313886416,0.11703627954205115,-4.437422595974121,9.104244425843673e-6,2.096517451218249e-5,949,1163,1064,1067,1097,1202,1299,957,1127,2158,1697
ENSG00000163171,CDC42EP3,10602,CDC42 effector protein 3,9800.366277177765,-0.1916757629330922,0.04321272761771013,-4.435632127385927,9.180250370173421e-6,2.113592527086439e-5,8790,9613,8503,9719,9390,9203,10002,10049,8500,14917,11084
ENSG00000167515,TRAPPC2L,51693,trafficking protein particle complex subunit 2L,394.70229768375333,-0.7806987159231185,0.17603600849251055,-4.434880809947092,9.212324271117205e-6,2.1205481566249372e-5,246,364,359,386,330,363,339,285,381,865,576
ENSG00000085224,ATRX,546,ATRX chromatin remodeler,6326.919955793124,-0.52848124546548,0.11930182458350654,-4.4297834279606025,9.432776816313485e-6,2.1708543370472816e-5,6588,5582,5243,5047,6098,4818,5827,6013,5924,11693,8473
ENSG00000160408,ST6GALNAC6,30815,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",4484.644954114318,0.36334344308557004,0.08204806016533164,4.428422102282634,9.492499026375129e-6,2.1841572638496534e-5,4231,4877,4675,4806,4488,4429,4883,5094,3548,5104,3591
ENSG00000168411,RFWD3,55159,ring finger and WD repeat domain 3,1427.028880718709,-0.507239907117201,0.11455134654149444,-4.428057132732711,9.508571770080917e-6,2.1874134088173617e-5,1132,1367,1140,1494,1443,1493,1234,1262,1070,2458,2000
ENSG00000112200,ZNF451,26036,zinc finger protein 451,2312.3236712125254,0.3641372436439604,0.08226217657185529,4.4265452097038755,9.575432079996059e-6,2.2023493783990932e-5,2304,2450,2099,2746,2524,2083,2404,2426,2111,2477,1964
ENSG00000099889,ARVCF,421,ARVCF delta catenin family member,149.07578623678077,-1.2799796267544126,0.2891971982635889,-4.425975197684227,9.60075555750801e-6,2.207727772616213e-5,126,100,164,116,137,86,133,107,68,453,248
ENSG00000005206,SPPL2B,56928,signal peptide peptidase like 2B,536.9345621329484,-0.8456666605358476,0.19107172737642852,-4.425912049613745,9.603564920440923e-6,2.2079278396449902e-5,642,449,404,401,411,517,470,407,395,1241,791
ENSG00000163069,SGCB,6443,sarcoglycan beta,1322.3406945478866,-0.48860588610719713,0.11042219161838561,-4.424888502447028,9.649210666824966e-6,2.217974226565763e-5,1225,1395,1181,1220,1197,951,1375,1257,1014,2402,1728
ENSG00000151498,ACAD8,27034,acyl-CoA dehydrogenase family member 8,108.02075693088763,-1.0326027130206064,0.23348196739940694,-4.422622973936912,9.750981528343799e-6,2.2409149111868017e-5,89,97,81,71,75,82,114,91,94,237,201
ENSG00000142892,PIGK,10026,phosphatidylinositol glycan anchor biosynthesis class K,1279.080048595494,-0.5397151097856445,0.12206799080805314,-4.421430271874665,9.80497061633425e-6,2.252413044127632e-5,994,1244,1224,1127,1047,983,1201,1319,1198,2342,1749
ENSG00000140326,CDAN1,146059,codanin 1,498.1633614477123,-0.5475656493501755,0.12386288487591887,-4.420740320223495,9.836332341984762e-6,2.2591616645853643e-5,445,452,390,395,458,436,527,477,445,943,664
ENSG00000137106,GRHPR,9380,glyoxylate and hydroxypyruvate reductase,543.4821834996377,-1.1388199457372352,0.2577757218769699,-4.41787123102604,9.967777329514158e-6,2.2888895703210707e-5,442,456,401,278,318,394,497,585,520,1700,738
ENSG00000108654,DDX5,1655,DEAD-box helicase 5,16232.782580266585,0.5258015553352879,0.11908345262188648,4.415404019270519,1.008215073842478e-5,2.3146861495657616e-5,21685,16368,14754,17263,16031,14704,18219,16565,14870,16725,11832
ENSG00000109787,KLF3,51274,KLF transcription factor 3,762.8766924033567,1.00329151872867,0.22722901120394223,4.415331974613916,1.0085509300113438e-5,2.314990390761925e-5,624,807,879,765,522,844,826,1006,1043,645,372
ENSG00000136816,TOR1B,27348,torsin family 1 member B,1110.0137779708762,0.5148662504697796,0.11666998246513767,4.413013866901262,1.0194146432586154e-5,2.3394548908484855e-5,935,1207,1081,1322,1125,1156,1167,1354,969,1242,747
ENSG00000089818,NECAP1,25977,NECAP endocytosis associated 1,1152.8332681012312,0.7836790358655065,0.17758771837272236,4.41291235140887,1.0198929364139168e-5,2.3400808305264897e-5,1130,1222,1224,1415,1042,1395,1274,1361,899,1281,524
ENSG00000185024,BRF1,2972,BRF1 RNA polymerase III transcription initiation factor subunit,1098.4905580247957,0.3660782024042379,0.08296083781128011,4.412662794425909,1.0210696424935667e-5,2.342308660042163e-5,1096,1200,1098,1116,1089,1023,1156,1179,1069,1234,888
ENSG00000103494,RPGRIP1L,23322,RPGRIP1 like,602.4767632312977,-0.474365183651813,0.10751059529089524,-4.41226450628709,1.022950329112111e-5,2.3461501806892393e-5,596,570,513,542,504,518,589,602,494,1058,802
ENSG00000005249,PRKAR2B,5577,protein kinase cAMP-dependent type II regulatory subunit beta,77.57194128739644,-1.6322199438675913,0.369949014699164,-4.412013220780933,1.0241385818894005e-5,2.3484023675349093e-5,72,48,74,59,34,32,73,57,42,195,208
ENSG00000179364,PACS2,23241,phosphofurin acidic cluster sorting protein 2,1008.47005320343,0.7665410468247663,0.17375004713436165,4.411745835280245,1.0254044141803133e-5,2.350831505324782e-5,1183,866,1072,904,1144,940,1280,1165,980,1057,518
ENSG00000158710,TAGLN2,8407,transgelin 2,15923.591109570569,-0.43918092530996017,0.09960907477945558,-4.409045323253434,1.0382729665062714e-5,2.379854584995752e-5,11449,15447,14818,14335,13742,13671,17033,16644,14011,27953,20429
ENSG00000172273,HINFP,25988,histone H4 transcription factor,576.902304893591,0.5312414007277152,0.12049321378815768,4.408890625672122,1.0390147867491528e-5,2.3810755529668085e-5,495,590,609,651,595,581,733,590,521,582,427
ENSG00000082153,BZW1,9689,basic leucine zipper and W2 domains 1,11768.768397555665,0.4043475348983513,0.09171798799656067,4.408595780726393,1.040430056563888e-5,2.383839040849238e-5,9813,13190,11157,13706,13471,12764,12150,12122,9839,13332,9010
ENSG00000176142,TMEM39A,55254,transmembrane protein 39A,1066.000965003477,0.6454658503173286,0.14652977693906308,4.405014897318493,1.0577660838405269e-5,2.4230718037272432e-5,1247,983,1189,1250,1237,1023,1156,1115,802,1096,668
ENSG00000102225,CDK16,5127,cyclin dependent kinase 16,11163.409125075043,-0.2775618300744271,0.0630715442624541,-4.400745745489176,1.0787947315462506e-5,2.4702489981202864e-5,8946,11100,10244,10906,10149,10701,11555,11191,9484,17930,13149
ENSG00000162929,SANBR,84542,SANT and BTB domain regulator of CSR,367.966281492129,-0.8220003591538839,0.1868200863348223,-4.399957067146839,1.082722972062326e-5,2.4787454327226185e-5,426,314,289,326,349,282,266,307,264,829,544
ENSG00000153956,CACNA2D1,781,calcium voltage-gated channel auxiliary subunit alpha2delta 1,1114.12162828333,0.4277174968398628,0.09722106941346444,4.399432133592916,1.0853451216808864e-5,2.4842489365373728e-5,1199,1167,955,1149,1111,1101,1237,1307,1023,1209,867
ENSG00000173757,STAT5B,6777,signal transducer and activator of transcription 5B,1491.833311316413,0.41232991065103247,0.09375327235204235,4.398032199908061,1.092367754132184e-5,2.4993181030536403e-5,1457,1841,1388,1723,1594,1425,1569,1443,1284,1635,1171
ENSG00000065054,NHERF2,9351,NHERF family PDZ scaffold protein 2,3624.9207472498506,0.5178522543891028,0.1177993291572582,4.396054358660966,1.1023633868699473e-5,2.5216811652630804e-5,2823,3598,3222,4065,3662,3844,4175,4418,3836,3611,2758
ENSG00000106829,TLE4,7091,"TLE family member 4, transcriptional corepressor",1540.9817048521568,-0.6708329750859495,0.15260326934294494,-4.395927937679947,1.1030052547538138e-5,2.522642592481352e-5,1389,1544,1187,1516,1006,1322,1177,1574,1454,3195,2128
ENSG00000121440,PDZRN3,23024,PDZ domain containing ring finger 3,594.6736042231556,-0.8188467959532234,0.18637807051213898,-4.393471794740418,1.1155466835432122e-5,2.5508132139263846e-5,613,696,444,432,464,498,527,547,364,1381,847
ENSG00000112695,COX7A2,1347,cytochrome c oxidase subunit 7A2,861.4040370409929,-0.4489937466526391,0.10219971102927242,-4.393297614354669,1.1164412247925616e-5,2.5523460530649226e-5,662,750,800,872,777,838,823,799,754,1567,1076
ENSG00000090534,THPO,7066,thrombopoietin,116.31985071951429,1.6825516401117944,0.3830960026112016,4.391984329367673,1.1232079665554354e-5,2.5673002809142004e-5,105,106,141,133,108,117,115,230,111,83,22
ENSG00000161551,ZNF577,84765,zinc finger protein 577,224.7887506433161,0.9512137848836346,0.21664885331906814,4.390578442078071,1.1304952303595995e-5,2.5834380163878042e-5,264,239,193,225,272,287,214,214,245,205,106
ENSG00000158417,EIF5B,9669,eukaryotic translation initiation factor 5B,6087.217056608666,0.37804185373279586,0.08612490648652775,4.38946025203443,1.1363234494255817e-5,2.5962356957074545e-5,6653,6020,6192,7221,6290,5603,6314,5867,5490,6689,4962
ENSG00000101493,ZNF516,9658,zinc finger protein 516,450.5976335770813,-0.6946811945288021,0.1582683548108959,-4.389261487925551,1.137362443676735e-5,2.5980881663843555e-5,460,361,380,372,318,386,484,423,361,915,652
ENSG00000111786,SRSF9,8683,serine and arginine rich splicing factor 9,4159.007945698039,-0.34005431281142345,0.0774805637227141,-4.388898279424025,1.1392633767842436e-5,2.601386591393625e-5,3417,3688,3837,4348,3795,3986,4071,4299,3353,6837,5122
ENSG00000140365,COMMD4,54939,COMM domain containing 4,103.092756812411,-1.2277986538277044,0.27975094513461596,-4.3888990374523615,1.1392594063165924e-5,2.601386591393625e-5,82,64,68,103,85,53,94,99,79,218,232
ENSG00000181029,TRAPPC5,126003,trafficking protein particle complex subunit 5,460.5203426873847,-0.8010914181707793,0.18253180428374377,-4.388777184963839,1.1398978256584835e-5,2.6023133637701692e-5,308,458,416,434,286,459,467,347,382,964,720
ENSG00000189143,CLDN4,1364,claudin 4,2982.2540601129044,-0.8774727857521647,0.1999659212287126,-4.388111636024962,1.1433908543174168e-5,2.6097644098644328e-5,1998,2334,2621,1982,1907,2153,3481,3484,2704,6514,4820
ENSG00000184056,VPS33B,26276,VPS33B late endosome and lysosome associated,584.0450695091155,0.6638878912152887,0.1513232315228225,4.387217247043534,1.148101008293178e-5,2.6199899738259836e-5,466,658,596,739,628,589,766,618,456,544,399
ENSG00000115947,ORC4,5000,origin recognition complex subunit 4,1129.2015858575185,0.39103599389315696,0.0891349604868766,4.387010346526484,1.1491932511147706e-5,2.621431609685767e-5,1108,1173,1015,1253,1211,1098,1202,1209,1075,1129,991
